SessionID,LoggingTime,UID,RecNo,Hertz,Activity,MoveType,Wrist,Side,TimeStamp,DMRoll,DMPitch,DMYaw,DMRotX,DMRotY,DMRotZ,DMGrvX,DMGrvY,DMGrvZ,DMUAccelX,DMUAccelY,DMUAccelZ,DMQuatX,DMQuatY,DMQuatW,DMQuatZ,AccelroX,AceelroY,AceelroZ
20230327-1533,2023-03-27 15:33:30,u04, 1032,100,misc,misc4, lt, d,733195.8496722501, -0.7697031679219521, -0.22814930318124255, 0.7399606658273709, -0.029559509828686714, -0.09289184212684631, 0.02429177053272724, -0.6778884530067444, 0.22617517411708832, -0.6995084285736084, -0.0016464591026306152, -0.0038393735885620117, 0.020294010639190674, 0.03650645545361643, -0.3858925499978235, 0.8430693906970428,0.3728111920752225,-0.679534912109375,0.2223358154296875,-0.6792144775390625
20230327-1533,2023-03-27 15:33:30,u04, 1033,100,misc,misc4, lt, d,733195.85969525, -0.7706906770296325, -0.2280986366130864, 0.7398891601870535, -0.01920447126030922, -0.06820006668567657, 0.016972845420241356, -0.6785869002342224, 0.2261258214712143, -0.6988469362258911, -0.016756176948547363, -0.0086575448513031, 0.00013172626495361328, 0.03669881977701375, -0.3863026317913725, 0.8428981555760173,0.37275510212585866,-0.695343017578125,0.21746826171875,-0.6987152099609375
20230327-1533,2023-03-27 15:33:30,u04, 1034,100,misc,misc4, lt, d,733195.86971825, -0.7711052932583433, -0.22766301493212662, 0.7399791536318707, -0.0007967036217451096, -0.03281757980585098, 0.020086346194148064, -0.6789451241493225, 0.2257014662027359, -0.6986360549926758, -0.01709979772567749, 0.00026595592498779297, -0.02130413055419922, 0.0369838258632206, -0.38641191004862746, 0.8428519580091622,0.3727178586209545,-0.696044921875,0.2259674072265625,-0.719940185546875
20230327-1533,2023-03-27 15:33:30,u04, 1035,100,misc,misc4, lt, d,733195.8797412501, -0.7709643562297991, -0.22735234322606349, 0.7402642667907645, 0.022974349558353424, 0.02322438545525074, 0.02851826138794422, -0.6788954734802246, 0.22539879381656647, -0.6987820267677307, -0.007170200347900391, -0.005321279168128967, -0.016672074794769287, 0.03714835922811855, -0.3863016929238295, 0.8428622606988615,0.3727924293455559,-0.686065673828125,0.2200775146484375,-0.7154541015625
20230327-1533,2023-03-27 15:33:30,u04, 1036,100,misc,misc4, lt, d,733195.88976525, -0.7704362404086843, -0.2269356790512507, 0.7407378947223379, 0.03901217132806778, 0.06136617809534073, 0.03706567734479904, -0.6785917282104492, 0.22499282658100128, -0.6992077827453613, -0.004605293273925781, 0.011075884103775024, -0.020793378353118896, 0.03732335535352838, -0.3860091538692942, 0.8429245612842576,0.3729372406075513,-0.683197021484375,0.2360687255859375,-0.720001220703125
20230327-1533,2023-03-27 15:33:30,u04, 1037,100,misc,misc4, lt, d,733195.8997882501, -0.7695749879645367, -0.22684295312612526, 0.7413244027930568, 0.037673838436603546, 0.09213048219680786, 0.04616977274417877, -0.6780037879943848, 0.22490248084068298, -0.6998069286346436, -0.005589962005615234, 0.007992401719093323, -0.00954359769821167, 0.03731636264516289, -0.3856215934217528, 0.8429920707820501,0.3731861527265801,-0.68359375,0.2328948974609375,-0.7093505859375
20230327-1533,2023-03-27 15:33:30,u04, 1038,100,misc,misc4, lt, d,733195.90981125, -0.7685038717593523, -0.22704955818470124, 0.7419175875660912, 0.03452198579907417, 0.10707640647888184, 0.04458172619342804, -0.6772215366363525, 0.22510379552841187, -0.7004993557929993, -0.014489889144897461, 0.01622922718524933, -0.002534031867980957, 0.0371404496928362, -0.3851894396659049, 0.8430637434973012,0.37348807216715685,-0.69171142578125,0.2413330078125,-0.703033447265625
20230327-1533,2023-03-27 15:33:30,u04, 1039,100,misc,misc4, lt, d,733195.91983425, -0.7674357795768083, -0.22723754157749568, 0.7423862202090736, 0.016244597733020782, 0.09941528737545013, 0.03858279809355736, -0.6764435768127441, 0.22528694570064545, -0.7011918425559998, -0.023324549198150635, 0.010430827736854553, 0.005284309387207031, 0.036948995545542235, -0.38475818237271214, 0.8431598783501097,0.37373443699088815,-0.69976806640625,0.2357177734375,-0.6959075927734375
20230327-1533,2023-03-27 15:33:30,u04, 1040,100,misc,misc4, lt, d,733195.9298572501, -0.7668397169196965, -0.22733707930529437, 0.7426367331846851, 0.014664278365671635, 0.07945570349693298, 0.021834712475538254, -0.6760098934173584, 0.225383922457695, -0.7015787363052368, -0.0248262882232666, 0.0035742223262786865, -0.0009053945541381836, 0.036842270816401304, -0.38451693013244914, 0.8432161101794925,0.3738663917514542,-0.700836181640625,0.2289581298828125,-0.702484130859375
20230327-1533,2023-03-27 15:33:30,u04, 1041,100,misc,misc4, lt, d,733195.93988025, -0.7664000925414447, -0.22721909812426364, 0.7427446123273378, 0.00030011963099241257, 0.06670607626438141, 0.014801543205976486, -0.6757198572158813, 0.22526897490024567, -0.701894998550415, -0.022156119346618652, 0.0030788034200668335, -0.0043579936027526855, 0.036832389867996536, -0.38431219959928214, 0.8432941357831342,0.37390180673917794,-0.6978759765625,0.2283477783203125,-0.7062530517578125
