SessionID,LoggingTime,UID,RecNo,Hertz,Activity,MoveType,Wrist,Side,TimeStamp,DMRoll,DMPitch,DMYaw,DMRotX,DMRotY,DMRotZ,DMGrvX,DMGrvY,DMGrvZ,DMUAccelX,DMUAccelY,DMUAccelZ,DMQuatX,DMQuatY,DMQuatW,DMQuatZ,AccelroX,AceelroY,AceelroZ
20230327-1524,2023-03-27 15:24:24,u03, 700,100,misc,misc3, lt, d,733014.0142820417, -0.7910704132746328, -0.11854569686672406, 0.41648808536977894, 0.07335125654935837, 0.19703586399555206, 0.021288549527525902, -0.7061154842376709, 0.11826823651790619, -0.6981500387191772, 0.014922857284545898, -0.06333663314580917, 0.02229255437850952, 0.02603492807680318, -0.38761728041279714, 0.8965496296032848,0.21277617778657876,-0.6866607666015625,0.052459716796875,-0.6937408447265625
20230327-1524,2023-03-27 15:24:24,u03, 701,100,misc,misc3, lt, d,733014.0243050418, -0.789628135040292, -0.11693945023895212, 0.41696180988217346, 0.046061575412750244, 0.17394626140594482, 0.009237213991582394, -0.705241858959198, 0.11667311191558838, -0.6993006467819214, 0.012614846229553223, -0.04501786082983017, 0.04541575908660889, 0.026700916789563267, -0.3868290943051537, 0.8968850774264125,0.21271463444301267,-0.69354248046875,0.0654754638671875,-0.6602783203125
20230327-1524,2023-03-27 15:24:24,u03, 702,100,misc,misc3, lt, d,733014.0343280417, -0.7882295269201245, -0.1154737703526207, 0.4172752532592412, 0.06371034681797028, 0.16153378784656525, -0.011373735032975674, -0.7043836116790771, 0.11521731317043304, -0.7004061341285706, 0.007850408554077148, -0.059080250561237335, 0.03312402963638306, 0.027276936129216882, -0.3860737081835313, 0.8972186447679003,0.21260715810243747,-0.6944427490234375,0.06561279296875,-0.658935546875
20230327-1524,2023-03-27 15:24:24,u03, 703,100,misc,misc3, lt, d,733014.0443510417, -0.7870058249823826, -0.11372292781278655, 0.41768693142436875, 0.11257509142160416, 0.1366790384054184, -0.038665808737277985, -0.7036678194999695, 0.11347796022891998, -0.7014089226722717, 0.006295323371887207, -0.07652119547128677, 0.02274376153945923, 0.028019831195024526, -0.38537052017177853, 0.8975257203706483,0.21249030232066704,-0.69647216796875,0.0450897216796875,-0.6748199462890625
20230327-1524,2023-03-27 15:24:24,u03, 704,100,misc,misc3, lt, d,733014.0543740417, -0.7859423662864873, -0.1113516850524584, 0.4182306130840793, 0.15090727806091309, 0.13770116865634918, -0.059414368122816086, -0.703109860420227, 0.11112171411514282, -0.7023450136184692, -0.01026904582977295, -0.05106315761804581, 0.014188945293426514, 0.029086472379802147, -0.3846836104757652, 0.89782698143237,0.21231857907287408,-0.7038421630859375,0.0429840087890625,-0.6815032958984375
20230327-1524,2023-03-27 15:24:24,u03, 705,100,misc,misc3, lt, d,733014.0643970417, -0.7847230880585369, -0.10873280167020358, 0.4188682472712653, 0.1564309298992157, 0.11247250437736511, -0.07409663498401642, -0.7024561762809753, 0.10851867496967316, -0.7034052610397339, -0.005353212356567383, -0.04690369963645935, 0.013891100883483887, 0.030266927878630792, -0.3839026981802757, 0.8981626117077557,0.212147401258578,-0.7142333984375,0.068939208984375,-0.691680908203125
20230327-1524,2023-03-27 15:24:24,u03, 706,100,misc,misc3, lt, d,733014.0744200418, -0.7837439884380512, -0.10615536453538522, 0.419230889040632, 0.1099361702799797, 0.07429103553295135, -0.09164359420537949, -0.7019622325897217, 0.10595609992742538, -0.7042884230613708, -0.0005981326103210449, -0.04455476254224777, 0.0109139084815979, 0.031401382063607375, -0.383235868031778, 0.8984767191946572,0.2118576770521012,-0.70452880859375,0.057159423828125,-0.6927947998046875
20230327-1524,2023-03-27 15:24:24,u03, 707,100,misc,misc3, lt, d,733014.0844430417, -0.7831665966078768, -0.10394749575179414, 0.4191505678864357, 0.06812454015016556, 0.02249707467854023, -0.10974669456481934, -0.7017188668251038, 0.10376040637493134, -0.7048577666282654, -0.01916736364364624, -0.06121891736984253, 0.01632016897201538, 0.03232608613916141, -0.3827873351633946, 0.8987359274834091,0.21143023615378065,-0.706573486328125,0.0591583251953125,-0.6915130615234375
20230327-1524,2023-03-27 15:24:24,u03, 708,100,misc,misc3, lt, d,733014.0944660417, -0.7834090208773846, -0.10181072291575924, 0.4186525773642256, 0.045790694653987885, -0.006123117636889219, -0.12966549396514893, -0.7020446062088013, 0.1016349270939827, -0.7048431038856506, -0.031094491481781006, -0.07378765195608139, 0.016686975955963135, 0.033225368264013184, -0.38271990720081905, 0.8988764228446946,0.21081465342216796,-0.730072021484375,0.030242919921875,-0.68365478515625
20230327-1524,2023-03-27 15:24:24,u03, 709,100,misc,misc3, lt, d,733014.1044890417, -0.7843221589735297, -0.09999591831478825, 0.417940060103217, 0.036277882754802704, -0.041732244193553925, -0.1305435448884964, -0.7028170228004456, 0.09982935339212418, -0.70433109998703, -0.029421746730804443, -0.07051723450422287, -0.005248308181762695, 0.03400798924250918, -0.3829855035624243, 0.8988897892352726,0.2101492385742502,-0.73321533203125,0.029327392578125,-0.6997528076171875
