SessionID,LoggingTime,UID,RecNo, Hertz,Activity,MoveType,Wrist,Side,TimeStamp,DMRoll,DMPitch,DMYaw,DMRotX,DMRotY,DMRotZ,DMGrvX,DMGrvY,DMGrvZ,DMUAccelX,DMUAccelY,DMUAccelZ,DMQuatX,DMQuatY,DMQuatW,DMQuatZ,AccelroX,AceelroY,AceelroZ
20230118-1457,2023-01-18 14:57:56Z,u01, 1,100,movements,wr-su, rt, d,125581.27754412501, 0.0615489510146626, 0.8236139481953864, -0.02689029294265598, 0.1286999136209488, -0.09133478999137878, 0.043090276420116425, 0.041800692677497864, -0.7336065769195557, -0.67828768491745, 0.03806382417678833, 0.018671154975891113, -0.07580161094665527, 0.4004192926993711, 0.02281577645445651, 0.9160479717537757,0.0,0.0830078125,-0.719207763671875,-0.7482452392578125
20230118-1457,2023-01-18 14:57:56Z,u01, 2,100,movements,wr-su, rt, d,125581.28756712501, 0.0600977091485682, 0.8249484560742449, -0.0263197320362298, 0.12577736377716064, -0.11529897898435593, 0.048937514424324036, 0.040757451206445694, -0.7345128059387207, -0.6773697733879089, 0.042402952909469604, 0.009567677974700928, -0.06010270118713379, 0.4010237855644151, 0.022249225966747693, 0.9157974646865867,-7.335465180835499e-06,0.0819244384765625,-0.7327117919921875,-0.7189788818359375
20230118-1457,2023-01-18 14:57:56Z,u01, 3,100,movements,wr-su, rt, d,125581.297590125, 0.058505592072260394, 0.8261197730442965, -0.025828551288504895, 0.09940462559461594, -0.13603967428207397, 0.03279548138380051, 0.039628613740205765, -0.7353071570396423, -0.6765744686126709, 0.03860318660736084, -0.004408478736877441, -0.021316707134246826, 0.4015544719775944, 0.0216048819047151, 0.915580308910972,-8.29356620385413e-05,0.075927734375,-0.7455596923828125,-0.6796722412109375
20230118-1457,2023-01-18 14:57:56Z,u01, 4,100,movements,wr-su, rt, d,125581.307612125, 0.05683019034172793, 0.8270213854992305, -0.025513343502891542, 0.07493443787097931, -0.15560325980186462, 0.02601667307317257, 0.03845735639333725, -0.7359179258346558, -0.6759777665138245, 0.03492215275764465, -0.017118632793426514, 0.010435223579406738, 0.4019635467567899, 0.02089077017663618, 0.9154173505405621,-0.00026097958649168307,0.0701904296875,-0.7602386474609375,-0.6514129638671875
20230118-1457,2023-01-18 14:57:56Z,u01, 5,100,movements,wr-su, rt, d,125581.317635125, 0.05508691456738526, 0.8277139934128532, -0.02527436667060618, 0.062203921377658844, -0.16003768146038055, 0.01708352565765381, 0.03725080564618111, -0.7363866567611694, -0.6755346059799194, 0.026881903409957886, -0.026644349098205566, 0.03931945562362671, 0.40227769421743187, 0.02013304161795426, 0.9152961673270519,-0.0004914698476205515,0.0580902099609375,-0.76153564453125,-0.6259002685546875
20230118-1457,2023-01-18 14:57:56Z,u01, 6,100,movements,wr-su, rt, d,125581.32765812501, 0.0534151200839646, 0.8282519610931109, -0.025136213828524386, 0.04179851710796356, -0.15588341653347015, 0.009622679091989994, 0.036100246012210846, -0.7367505431175232, -0.6752002835273743, 0.011263042688369751, -0.018605351448059082, 0.05493056774139404, 0.40252191808762583, 0.019389745757226656, 0.9152046652974144,-0.00075657097510895,0.0350494384765625,-0.74676513671875,-0.6156158447265625
20230118-1457,2023-01-18 14:57:56Z,u01, 7,100,movements,wr-su, rt, d,125581.33768012501, 0.0518923313693, 0.8286566814972348, -0.025035715754338744, 0.034155167639255524, -0.13528414070606232, 0.014531363733112812, 0.035056546330451965, -0.7370241284370422, -0.6749566197395325, -0.01123759150505066, -0.004858255386352539, 0.06288087368011475, 0.40270542728266, 0.018708703937891258, 0.9151378654837559,-0.0010112351345444859,0.0182952880859375,-0.7404327392578125,-0.6128997802734375
20230118-1457,2023-01-18 14:57:56Z,u01, 8,100,movements,wr-su, rt, d,125581.34770312501, 0.050515205802730064, 0.8290355951746295, -0.024799911559133924, 0.04327835887670517, -0.10804904997348785, 0.026450874283909798, 0.03411290794610977, -0.7372801899909973, -0.6747252941131592, -0.019464492797851562, -0.004464864730834961, 0.057308971881866455, 0.40287582774064945, 0.01812197315917974, 0.9150744737388326,-0.0011752996873479193,0.014404296875,-0.74676513671875,-0.62347412109375
20230118-1457,2023-01-18 14:57:56Z,u01, 9,100,movements,wr-su, rt, d,125581.357726125, 0.049270203169343545, 0.8295954059862295, -0.02427021152281993, 0.06742953509092331, -0.06384164094924927, 0.05520475655794144, 0.03325251489877701, -0.7376582622528076, -0.6743549108505249, -0.02000787854194641, -0.014066040515899658, 0.04036754369735718, 0.40312641030814117, 0.017653150125320316, 0.9149732728931786,-0.0011760516342974592,0.0155181884765625,-0.7508087158203125,-0.648040771484375
20230118-1457,2023-01-18 14:57:56Z,u01, 10,100,movements,wr-su, rt, d,125581.367748125, 0.04909175656974062, 0.8296838100560747, -0.02405444904219028, 0.11606898158788681, -0.035545021295547485, 0.08080332726240158, 0.03312898054718971, -0.7377179265022278, -0.6742957830429077, -0.013918161392211914, -0.005415678024291992, 0.012186408042907715, 0.4031648044169258, 0.017614078534889915, 0.9149572515445386,-0.0011121058783771787,0.0230255126953125,-0.7302093505859375,-0.675872802734375
